date	close
06-May-14	1801.65
05-May-14	1821.60
02-May-14	1837.30
27-Apr-14	1832.45
26-Apr-14	1845.90
25-Apr-14	1823.35
24-Apr-14	1804.95
23-Apr-14	1765.95
22-Apr-14	1773.90
21-Apr-14	1772.85
17-Apr-14	1769.80
16-Apr-14	1749.95
15-Apr-14	1762.70
11-Apr-14	1739.45
10-Apr-14	1707.25
9-Apr-14	1738.20
7-Apr-14	1793.25
4-Apr-14	1812.80
3-Apr-14	1812.40
2-Apr-14	1830.75
1-Apr-14	1818.80
