date	close
05-May-14	1897.85
02-May-14	1883.40
27-Apr-14	1923.00
26-Apr-14	1916.50
25-Apr-14	1950.45
24-Apr-14	1956.20
23-Apr-14	1982.05
22-Apr-14	1975.60
21-Apr-14	1988.30
17-Apr-14	1951.35
16-Apr-14	1935.25
15-Apr-14	1927.20
11-Apr-14	1935.70
10-Apr-14	1959.95
9-Apr-14	1932.50
7-Apr-14	1904.95
4-Apr-14	1927.20
3-Apr-14	1939.70
2-Apr-14	1933.20
1-Apr-14	1930.85

