date	close
06-May-14	1383.55
05-May-14	1380.90
02-May-14	1426.20
27-Apr-14	1403.65
26-Apr-14	1414.60
25-Apr-14	1419.20
24-Apr-14	1445.50
23-Apr-14	1443.05
22-Apr-14	1452.05
21-Apr-14	1435.10
17-Apr-14	1424.30
16-Apr-14	1409.40
15-Apr-14	1424.45
11-Apr-14	1400.55
10-Apr-14	1357.75
9-Apr-14	1380.10
7-Apr-14	1405.75
4-Apr-14	1397.45
3-Apr-14	1424.00
2-Apr-14	1424.95
1-Apr-14	1430.85

